,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,adjoe,pfr,pid,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,ROUND
203,35,80.5,112.9,28.5,57.2,62.03,10.7,32.7,18.7,20.9,164,210,0.781,184,336,0.548,38,85,0.447,2.5,0.8,49.9,130.669,3.4,39112,0.89832113,111.0,146.0,73.0,189.0,0.7603,0.3862,19.0,20.0,0.95,91.6952,86.7658,4.71125,269.176,8.41421,3.67001,4.74421,8.46663,32.5429,5.52616,2.94046,2.7429,9.7143,12.4571,3.0286,0.4286,0.8,18.4571,1.0
204,37,88.8,127.3,23.0,57.9,62.91,3.9,12.1,13.6,11.2,160,187,0.856,149,284,0.525,88,201,0.438,0.9,1.4,38.6,140.079,2.5,40143,1.54239316,55.0,87.0,94.0,198.0,0.6322,0.4747,3.0,3.0,1.0,103.155,96.1443,4.04067,215.166,8.02895,7.36515,0.6638,9.39706,35.5135,8.06344,1.33362,1.1622,3.9189,5.0811,2.4595,0.8378,0.3514,19.5135,1.0
205,34,89.6,118.4,18.0,54.8,59.72,7.7,19.2,10.8,15.7,97,116,0.836,102,195,0.523,49,125,0.392,4.7,1.7,36.3,120.652,2.7,40441,1.18642312,69.0,99.0,33.0,96.0,0.697,0.3438,25.0,28.0,0.8929,101.689,96.6872,4.00861,244.374,7.57671,4.26047,3.31624,5.96957,36.0882,4.3122,1.65737,2.3235,6.3235,8.6471,2.0588,1.0294,1.4412,13.1765,1.0
206,16,28.9,115.6,20.5,61.5,61.12,8.5,16.1,11.0,18.0,27,48,0.563,54,77,0.701,14,45,0.311,5.5,3.0,39.3,118.77,3.3,41594,0.88461538,49.0,63.0,5.0,14.0,0.7778,0.3571,27.0,29.0,0.931,98.5464,95.1539,2.89972,88.5137,8.72022,4.65725,4.06298,7.84486,25.125,4.83015,3.0147,1.75,3.6875,5.4375,1.4375,1.3125,1.3125,11.0625,1.0
207,33,66.5,124.8,29.2,62.2,65.76,16.4,25.7,4.5,13.2,164,220,0.745,234,375,0.624,0,1,0.0,6.6,1.3,58.5,146.0,4.5,41627,0.27871248,168.0,223.0,66.0,149.0,0.7534,0.443,59.0,62.0,0.9516,103.87,97.0491,2.94366,198.91,6.78591,5.72858,1.05733,9.24487,26.6061,9.03017,0.214696,3.7576,6.0606,9.8182,0.5152,0.6364,1.5758,19.1515,1.0
208,34,80.1,114.4,23.3,49.8,53.4,3.7,12.9,16.0,12.7,87,108,0.806,101,218,0.463,80,226,0.354,1.7,3.7,24.3,125.688,3.2,41754,1.66067641,64.0,116.0,37.0,101.0,0.5517,0.3663,9.0,13.0,0.6923,93.2413,86.2419,4.74913,232.285,10.0466,6.17702,3.86963,10.1032,32.2941,5.39252,4.7107,1.0882,3.7647,4.8529,2.7353,2.0588,0.5,15.5588,1.0
209,33,81.6,121.1,25.9,58.1,62.67,3.5,10.7,28.3,16.6,140,174,0.805,147,258,0.57,57,142,0.401,4.8,2.2,43.5,133.944,2.7,41996,1.8271071,96.0,142.0,51.0,115.0,0.6761,0.4435,7.0,7.0,1.0,103.201,99.8096,3.29774,207.998,9.57571,7.08348,2.49223,11.7116,32.8235,8.84082,2.87083,1.0294,3.0588,4.0882,4.3529,1.2353,1.4412,18.0882,1.0
210,34,63.8,117.1,21.1,69.2,67.45,7.7,18.9,8.6,17.7,43,83,0.518,186,272,0.684,8,14,0.571,5.9,1.9,29.0,123.512,4.4,43360,0.68331093,160.0,196.0,27.0,77.0,0.8163,0.3506,67.0,68.0,0.9853,95.9166,90.3415,3.41481,203.996,8.69774,3.01927,5.67848,7.59594,25.2857,3.72398,3.87195,1.6857,4.5429,6.2286,1.1714,0.8571,1.4286,12.9429,1.0
211,36,87.6,129.4,20.1,66.8,67.26,3.2,14.3,31.4,18.9,66,98,0.673,109,149,0.732,80,194,0.412,2.1,2.8,28.6,133.219,2.1,44633,3.07867505,94.0,120.0,15.0,29.0,0.7833,0.5172,37.0,40.0,0.925,99.8459,95.9566,4.0114,275.837,11.0424,8.18346,2.85898,11.0267,35.0556,7.65462,3.37211,0.9167,5.0833,6.0,7.6111,1.8333,0.7778,14.5556,1.0
212,37,77.0,130.1,21.5,58.4,63.45,10.0,17.5,5.6,9.8,137,164,0.835,116,213,0.545,69,163,0.423,1.8,0.8,43.6,138.089,2.6,44973,0.8000185,65.0,100.0,51.0,113.0,0.65,0.4513,20.0,24.0,0.8333,99.0583,94.657,3.66462,203.764,7.77584,6.9491,0.826736,8.5871,30.8108,7.74147,0.84563,2.3784,4.8108,7.1892,0.8649,0.4054,0.5135,15.5676,1.0
213,35,74.0,108.2,27.3,55.2,55.95,8.7,17.4,18.2,18.4,98,173,0.566,186,339,0.549,34,90,0.378,3.5,3.1,40.3,125.652,3.9,45182,1.07216571,131.0,190.0,55.0,149.0,0.6895,0.3691,57.0,67.0,0.8507,95.418,89.032,4.21538,249.205,9.08058,4.44679,4.63379,8.60621,30.7714,5.1048,3.50141,2.3143,5.0571,7.3714,2.9714,1.6857,1.0571,16.3429,1.0
214,38,79.9,115.7,25.1,54.3,58.59,1.1,7.2,13.3,13.3,148,180,0.822,147,296,0.497,104,262,0.397,1.5,1.6,32.3,130.158,2.4,45276,1.14475,72.0,111.0,75.0,187.0,0.6486,0.4011,24.0,28.0,0.8571,99.9136,94.1113,3.86031,210.41,6.1421,5.18184,0.960259,7.92541,32.0526,6.14589,1.77952,0.3158,2.1842,2.5,2.2895,0.9474,0.5,19.8421,1.0
215,29,65.3,108.9,25.4,50.7,56.61,4.9,19.7,12.4,17.7,118,139,0.849,125,248,0.504,40,117,0.342,3.2,2.3,38.1,124.125,3.6,45563,0.81577449,79.0,126.0,46.0,122.0,0.627,0.377,18.0,21.0,0.8571,96.6201,89.1819,4.59476,209.644,6.47515,3.17569,3.29946,6.71227,33.3103,4.14057,2.5717,1.3448,6.0,7.3448,2.1379,1.3448,1.1379,16.8276,1.0
216,32,70.0,105.7,19.6,52.9,55.97,7.3,16.4,6.3,17.5,66,94,0.702,70,158,0.443,45,102,0.441,3.0,1.8,36.2,110.486,3.2,47108,0.57406504,49.0,78.0,21.0,79.0,0.6282,0.2658,2.0,3.0,0.6667,99.1523,94.8781,3.31066,177.504,4.20945,2.06726,2.14219,3.9805,27.8485,2.62768,1.35282,1.7576,4.2727,6.0303,0.9394,0.8788,0.7879,10.5152,1.0
217,33,80.4,101.9,22.9,56.6,57.14,11.0,18.8,5.5,20.1,84,149,0.564,179,309,0.579,0,7,0.0,5.0,1.0,47.2,111.823,2.6,47193,0.3095266,98.0,138.0,81.0,170.0,0.7101,0.4765,45.0,48.0,0.9375,99.0269,91.3054,4.198,209.689,3.4387,-0.15881,3.59751,4.15017,32.1515,2.13467,2.01551,3.0303,5.3939,8.4242,0.7879,0.5758,1.5455,13.3939,1.0
218,36,69.8,110.7,27.6,49.7,54.81,2.1,12.2,28.6,15.8,156,211,0.739,197,379,0.52,17,69,0.246,0.7,2.7,47.1,127.661,3.4,47561,1.89651191,131.0,203.0,66.0,176.0,0.6453,0.375,20.0,21.0,0.9524,96.0513,90.564,3.93508,219.063,7.14293,4.40484,2.73808,7.17309,29.5556,3.96048,3.21261,0.5833,3.3889,3.9722,4.5833,1.4722,0.1944,16.6944,1.0
219,25,71.6,113.6,31.7,53.5,55.8,4.0,14.0,35.5,15.6,109,168,0.649,157,313,0.502,52,126,0.413,3.1,2.4,38.3,133.474,2.8,47677,1.85,71.0,115.0,86.0,198.0,0.6174,0.4343,14.0,15.0,0.9333,109.389,104.932,2.95682,172.067,7.58209,6.54689,1.0352,8.85802,35.68,7.68118,1.17684,1.32,4.4,5.72,5.92,1.56,1.2,23.16,1.0
220,39,43.1,120.6,24.8,67.6,70.32,12.2,23.2,4.4,20.2,110,148,0.743,125,186,0.672,10,21,0.476,9.8,1.5,71.5,131.082,6.3,48367,0.26668833,95.0,127.0,30.0,59.0,0.748,0.5085,20.0,24.0,0.8333,79.0742,77.1749,3.09468,185.367,9.54386,2.60042,6.94344,9.97812,17.2308,4.31375,5.66437,1.6923,4.2051,5.8974,0.4103,0.4615,1.7692,10.0,1.0
221,32,59.9,118.8,20.0,56.8,61.37,7.7,25.0,7.5,15.7,92,118,0.78,99,167,0.593,31,89,0.348,6.2,2.4,46.1,124.439,3.3,48431,0.77080003,73.0,107.0,26.0,60.0,0.6822,0.4333,34.0,39.0,0.8718,92.6767,85.7333,3.92563,213.687,8.94668,3.5937,5.35299,9.16264,26.1875,5.44522,3.71742,1.75,6.0938,7.8438,1.1562,1.1562,1.5312,11.9688,1.0
222,4,0.5,60.4,27.6,100.0,76.92,0.0,16.1,0.0,57.4,1,2,0.5,1,1,1.0,0,0,0.0,0.0,0.0,200.0,64.4111,0.0,49374,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,114.145,113.511,0.0936499,1.00577,-16.2532,-12.2334,-4.0198,-9.48816,1.75,-6.34167,-3.14649,0.0,0.25,0.25,0.0,0.0,0.0,0.75,1.0
223,37,34.3,123.3,21.4,56.4,58.21,18.2,19.0,7.4,11.5,61,99,0.616,97,172,0.564,0,0,0.0,4.6,1.0,57.6,133.074,5.0,49377,0.92004869,75.0,100.0,22.0,71.0,0.75,0.3099,19.0,23.0,0.8261,96.9021,89.8191,1.96324,112.527,8.31686,5.25593,3.06093,6.86932,14.6053,5.13508,1.73424,2.5789,2.5526,5.1316,0.6053,0.2632,0.5789,7.0789,1.0
224,30,74.3,106.9,33.0,52.5,57.31,3.2,25.6,23.6,18.8,158,216,0.731,156,297,0.525,43,123,0.35,1.0,2.8,51.4,125.734,3.1,36559,1.02885421,115.0,165.0,41.0,132.0,0.697,0.3106,26.0,29.0,0.8966,92.5158,90.9169,4.10313,217.057,6.662,2.74706,3.91494,8.17988,31.0,4.82928,3.3506,0.871,6.8065,7.6774,3.4516,1.4839,0.2581,19.9677,1.0
225,40,79.7,130.1,22.0,62.3,65.53,5.2,13.7,10.6,10.9,114,134,0.851,140,236,0.593,104,239,0.435,3.5,2.7,28.2,140.77,2.7,37054,1.42592587,109.0,161.0,31.0,75.0,0.677,0.4133,35.0,42.0,0.8333,97.393,91.1493,4.23621,268.23,11.9834,7.99537,3.988,12.0123,32.175,8.46374,3.54853,1.35,3.95,5.3,1.925,1.525,1.075,17.65,1.0
226,37,88.3,121.1,20.3,53.6,57.97,1.8,8.0,21.2,16.7,108,127,0.85,79,157,0.503,102,276,0.37,0.2,2.8,29.3,128.12,2.4,37731,2.17722839,38.0,64.0,41.0,93.0,0.5938,0.4409,18.0,18.0,1.0,101.134,95.7998,4.12495,228.386,7.90584,6.21776,1.68808,7.30047,35.5676,4.64711,2.65336,0.5405,2.7838,3.3243,4.6486,1.7297,0.0541,15.4595,1.0
227,33,92.1,112.9,27.2,55.7,60.87,1.6,8.7,29.9,20.6,159,192,0.828,124,255,0.486,88,205,0.429,0.7,1.9,41.7,127.54,2.8,39514,1.53599624,86.0,151.0,38.0,104.0,0.5695,0.3654,4.0,4.0,1.0,106.928,103.391,3.3327,209.167,4.36451,4.73004,-0.365525,5.01555,37.697,4.87478,0.140775,0.5152,3.1515,3.6667,5.8182,1.2727,0.2424,20.3333,1.0
228,32,76.3,127.5,21.0,62.2,65.54,1.6,9.7,28.8,17.9,85,103,0.825,70,125,0.56,84,190,0.442,0.7,1.3,32.7,133.77,2.4,40045,2.47755269,51.0,77.0,19.0,49.0,0.6623,0.3878,6.0,7.0,0.8571,104.926,102.035,2.99378,169.509,6.47206,7.53766,-1.06559,7.65905,31.7188,7.29565,0.3634,0.4375,2.7812,3.2188,5.1875,0.7188,0.1875,14.9062,1.0
229,38,65.5,114.8,24.6,60.3,61.76,6.5,25.0,6.7,13.1,74,106,0.698,150,245,0.612,62,158,0.392,2.0,2.2,26.3,127.389,4.5,40399,0.58931681,126.0,174.0,24.0,72.0,0.7241,0.3333,23.0,23.0,1.0,92.2554,85.8762,4.16841,226.261,7.17181,3.66294,3.50887,8.319,27.641,5.04275,3.27625,1.4615,5.6667,7.1282,0.8462,0.9744,0.5128,14.6154,1.0
230,40,72.5,119.5,22.8,59.0,60.77,4.9,13.8,20.0,17.0,76,107,0.71,103,179,0.575,85,212,0.401,0.7,2.1,27.4,130.504,2.8,40884,1.7594936,72.0,111.0,31.0,67.0,0.6486,0.4627,10.0,10.0,1.0,100.427,93.9887,3.56864,215.984,8.81159,6.56506,2.24653,8.09702,29.275,5.81862,2.2784,1.15,3.6,4.75,3.475,1.05,0.2,13.425,1.0
231,35,89.0,114.7,26.3,56.4,60.73,1.6,9.4,19.5,16.5,146,176,0.83,169,317,0.533,81,198,0.409,0.4,1.4,34.2,128.733,2.8,43548,1.20831973,98.0,157.0,71.0,161.0,0.6242,0.441,12.0,13.0,0.9231,108.007,103.881,3.15995,209.282,2.81816,4.38235,-1.5642,4.82193,36.0,5.22217,-0.40024,0.5143,3.0857,3.6,3.3143,0.8571,0.1429,20.7714,1.0
232,34,75.9,116.2,25.0,53.6,57.26,5.2,18.1,16.6,14.7,93,110,0.845,138,262,0.527,71,194,0.366,2.5,1.2,24.1,128.123,2.0,44723,1.34329644,84.0,128.0,54.0,137.0,0.6563,0.3942,30.0,35.0,0.8571,94.6045,90.6491,4.20958,212.43,7.37899,4.75891,2.62008,7.61598,31.3824,5.75657,1.85941,1.2647,5.7059,6.9706,2.6471,0.6176,0.7647,17.1176,1.0
233,31,85.5,116.3,21.5,61.1,63.6,3.9,13.1,20.0,20.4,74,97,0.763,87,145,0.6,70,169,0.414,2.1,1.1,30.9,124.465,2.8,45160,1.35,54.0,76.0,32.0,67.0,0.7105,0.4776,5.0,5.0,1.0,103.074,98.1776,3.7532,179.484,7.22188,5.43968,1.7822,6.90707,34.3438,5.4505,1.45657,0.9688,4.0625,5.0312,3.375,0.625,0.6562,14.75,1.0
234,24,67.9,107.9,26.8,47.5,55.04,7.3,13.1,15.6,15.7,133,162,0.821,95,220,0.432,38,100,0.38,2.8,2.9,50.6,123.58,3.2,46259,0.9671874,68.0,127.0,27.0,93.0,0.5354,0.2903,16.0,17.0,0.9412,100.756,95.767,4.22922,163.453,5.45468,3.60459,1.85009,7.11086,36.375,5.20362,1.90724,2.25,4.0,6.25,2.4583,1.75,0.9583,18.2083,1.0
235,40,69.7,121.0,17.9,57.3,58.77,9.9,23.0,4.3,11.4,49,70,0.7,95,186,0.511,65,150,0.433,5.5,1.3,20.8,123.896,3.3,47562,0.75,59.0,103.0,36.0,81.0,0.5728,0.4444,26.0,35.0,0.7429,95.809,89.6669,3.84632,248.547,7.95853,4.14989,3.80864,6.62804,28.125,4.40706,2.22098,2.25,5.775,8.025,0.75,0.65,1.475,10.85,1.0
236,35,82.5,126.7,26.2,62.5,64.98,13.5,28.2,10.2,13.1,140,191,0.733,264,416,0.635,12,35,0.343,6.1,1.0,42.4,140.927,2.8,50238,0.82611341,185.0,229.0,79.0,187.0,0.8079,0.4225,87.0,89.0,0.9775,97.464,93.9647,4.06491,265.783,8.89899,5.46564,3.43335,9.90362,33.4857,8.02725,1.87637,3.3714,8.2,11.5714,1.6286,0.5714,1.8857,20.1143,1.0
237,32,68.8,107.9,21.1,50.3,52.74,1.7,9.2,13.0,11.6,48,65,0.738,76,156,0.487,56,162,0.346,1.8,2.0,20.4,113.731,2.3,50255,1.64867667,59.0,100.0,17.0,56.0,0.59,0.3036,12.0,13.0,0.9231,101.866,97.8887,3.01536,148.382,4.42331,3.28302,1.1403,4.49906,27.75,2.92349,1.57556,0.4062,2.1875,2.5938,1.9062,0.9375,0.4688,11.5,1.0
238,33,74.8,123.8,25.8,64.0,64.35,13.8,21.4,8.8,14.7,131,209,0.627,247,382,0.647,23,58,0.397,2.6,1.4,47.5,139.569,2.2,50726,0.66669599,193.0,264.0,54.0,118.0,0.7311,0.4576,94.0,98.0,0.9592,96.4998,91.47,4.41523,234.046,8.66296,6.3114,2.35157,9.6447,33.7576,8.30044,1.34425,4.0,7.0909,11.0909,1.5152,0.8182,0.8788,21.0303,1.0
239,3,4.1,92.7,33.3,38.3,43.76,9.5,32.5,4.6,10.1,7,9,0.778,7,20,0.35,3,10,0.3,2.0,3.4,30.0,113.997,4.5,51186,0.33329999,7.0,13.0,0.0,7.0,0.5385,0.0,0.0,0.0,0.0,88.6588,83.9262,2.79063,14.5523,-4.93399,-3.94221,-0.99178,8.15219,17.6667,4.7739,3.37829,1.3333,5.3333,6.6667,0.3333,1.0,0.3333,10.0,1.0
240,33,68.6,109.6,32.5,49.8,56.66,4.0,9.7,27.8,16.2,196,252,0.778,152,307,0.495,44,131,0.336,0.3,1.6,57.5,133.597,3.3,51365,1.29348259,103.0,182.0,49.0,124.0,0.5659,0.3952,5.0,8.0,0.625,104.481,97.6175,3.32044,155.892,4.54549,4.94131,-0.395826,5.84104,29.9394,5.21146,0.629587,1.0303,2.7273,3.7576,3.6061,0.8485,0.0909,19.1515,1.0
241,32,87.5,112.1,38.4,51.9,58.62,1.3,9.9,48.3,20.0,236,274,0.861,143,290,0.493,118,327,0.361,0.7,2.5,44.4,145.644,2.0,51469,1.65865722,105.0,201.0,38.0,89.0,0.5224,0.427,0.0,0.0,0.0,106.864,100.301,3.53946,216.691,9.94112,9.5331,0.408018,10.1526,35.4062,9.41387,0.738749,0.4375,3.4688,3.9062,8.6562,1.6875,0.25,27.375,1.0
242,37,70.5,124.3,18.6,58.5,61.51,9.1,11.2,12.1,12.6,91,127,0.717,135,237,0.57,18,40,0.45,4.4,2.4,45.8,128.073,2.5,51689,1.52383046,111.0,179.0,25.0,57.0,0.6201,0.4386,63.0,70.0,0.9,94.3872,88.7363,3.98587,205.196,10.0389,4.93407,5.10478,9.49126,28.4054,5.56388,3.92738,2.1351,2.7568,4.8919,1.7297,1.1622,1.027,11.2162,1.0
243,37,84.0,114.1,22.8,51.6,57.87,3.2,10.0,28.8,19.8,143,174,0.822,160,320,0.5,23,57,0.404,1.7,2.8,46.2,125.112,2.0,51731,1.90907054,108.0,182.0,52.0,138.0,0.5934,0.3768,11.0,11.0,1.0,100.791,94.6415,4.06009,235.269,7.76378,4.95128,2.8125,8.11177,33.7297,5.06269,3.04908,0.8919,3.2432,4.1351,5.1081,1.6486,0.4865,14.3784,1.0
244,37,66.6,121.5,23.4,59.1,62.81,12.8,23.1,13.0,18.2,124,168,0.738,160,273,0.586,19,46,0.413,7.6,1.7,52.7,133.468,4.2,51785,0.98667985,120.0,175.0,40.0,97.0,0.6857,0.4124,56.0,58.0,0.9655,92.0353,87.1812,3.90976,243.593,11.6474,5.02887,6.6185,10.366,26.8378,5.9064,4.45957,2.9459,6.1081,9.0541,2.0,0.8108,2.0541,13.5405,1.0
245,35,54.4,116.8,22.8,59.5,64.71,8.7,19.7,9.3,20.8,106,133,0.797,81,136,0.596,38,96,0.396,14.2,1.6,57.3,125.645,5.9,51788,0.62905048,61.0,93.0,20.0,43.0,0.6559,0.4651,31.0,31.0,1.0,85.8569,82.3774,3.55732,203.113,12.7801,3.42652,9.35353,10.5672,21.8571,3.90199,6.66517,1.4857,4.3143,5.8,1.1143,0.6,3.0,10.9143,1.0
246,32,83.7,126.6,24.7,64.9,68.03,6.8,27.2,13.4,13.6,115,135,0.852,142,215,0.66,97,228,0.425,1.7,2.4,30.5,132.684,2.5,40475,1.21741839,113.0,152.0,24.0,57.0,0.7434,0.4211,28.0,28.0,1.0,94.7661,95.1894,3.9822,266.556,8.87444,6.81153,2.06292,10.4638,33.1818,8.79956,1.66421,1.9394,8.8788,10.8182,2.5455,1.4242,0.5758,21.2727,1.0
247,36,77.2,103.2,17.2,50.0,54.17,3.0,9.0,13.5,20.5,57,67,0.851,66,119,0.555,46,151,0.305,8.1,6.6,24.8,102.572,3.6,43029,1.16669397,60.0,79.0,6.0,40.0,0.7595,0.15,39.0,41.0,0.9512,87.4217,84.2423,4.84706,284.521,11.3248,2.07984,9.24499,10.5343,31.0,2.15807,8.3762,0.75,2.3333,3.0833,2.1389,3.4444,2.1944,9.0833,1.0
248,37,70.2,134.3,24.0,69.3,69.89,13.9,19.7,12.1,12.7,109,157,0.694,253,359,0.705,4,15,0.267,10.8,2.3,42.0,144.86,3.0,43790,1.21058094,192.0,241.0,61.0,118.0,0.7967,0.5169,60.0,61.0,0.9836,83.897,81.216,4.70079,276.59,16.5977,7.78475,8.81298,15.3523,28.0811,9.47452,5.87777,3.0811,5.4865,8.5676,1.8649,1.1622,3.0,16.9459,1.0
249,37,81.8,119.1,24.1,53.2,55.5,1.8,13.0,32.6,13.3,67,91,0.736,99,211,0.469,79,198,0.399,0.1,3.0,22.2,133.244,2.0,45185,3.31159766,44.0,69.0,55.0,142.0,0.6377,0.3873,0.0,0.0,0.0,91.6552,87.343,4.91109,224.28,10.6696,7.8318,2.83782,10.2962,33.9459,6.33148,3.96467,0.4595,3.7568,4.2162,5.4595,1.5405,0.027,13.5676,1.0
250,38,80.4,122.9,23.5,57.9,61.78,5.6,13.4,13.0,11.8,123,157,0.783,159,289,0.55,46,105,0.438,2.4,1.2,39.8,136.483,2.5,45188,1.44234148,92.0,133.0,67.0,156.0,0.6917,0.4295,19.0,19.0,1.0,94.2741,89.824,4.42249,198.406,8.84325,6.23889,2.60435,9.41148,32.4737,6.77482,2.63666,1.3684,3.7105,5.0789,1.9737,0.5789,0.5789,15.2368,1.0
251,37,75.5,121.7,26.4,60.8,63.9,5.8,17.0,9.3,12.9,164,222,0.739,260,429,0.606,15,36,0.417,2.4,1.8,47.7,134.933,2.6,48365,0.83823051,185.0,257.0,75.0,171.0,0.7198,0.4386,58.0,60.0,0.9667,91.0383,88.1291,4.33338,232.965,6.43262,4.02255,2.41007,8.39175,30.2162,5.90307,2.48868,1.3784,5.0811,6.4595,1.5405,0.9459,0.7297,19.7027,1.0
252,37,53.1,116.5,27.5,53.8,59.27,11.5,20.0,3.2,12.6,137,180,0.761,140,262,0.534,24,65,0.369,8.3,1.5,55.0,134.564,4.8,48424,0.22916828,107.0,166.0,33.0,96.0,0.6446,0.3438,44.0,48.0,0.9167,92.1315,86.997,3.13148,179.442,6.1217,2.78339,3.33831,8.40364,21.5405,5.58568,2.81796,2.1351,3.8108,5.9459,0.2973,0.5676,1.5135,13.2162,1.0
253,36,78.6,124.5,27.0,58.3,64.73,8.8,17.4,18.3,15.2,211,258,0.818,215,361,0.596,14,44,0.318,5.3,2.0,63.7,143.723,3.8,49187,1.40968254,109.0,151.0,106.0,211.0,0.7219,0.5024,23.0,23.0,1.0,96.9792,91.5344,4.13561,248.894,11.7652,7.35703,4.40819,11.7953,31.8919,8.10155,3.69374,2.2162,5.2973,7.5135,3.1622,1.1351,1.4865,18.8108,1.0
254,37,82.6,108.4,20.0,53.8,57.32,0.8,9.4,13.0,14.1,75,90,0.833,86,166,0.518,75,203,0.369,0.7,2.0,24.4,115.578,2.4,50346,1.42860919,63.0,89.0,23.0,77.0,0.7079,0.2987,7.0,7.0,1.0,92.5991,88.1995,4.72841,204.665,7.31086,3.85039,3.46047,6.08437,33.027,2.46928,3.61508,0.2162,2.7568,2.973,2.1622,1.0811,0.2162,12.7568,1.0
255,34,82.8,109.8,26.4,54.6,58.59,1.8,13.1,24.6,19.6,112,144,0.778,132,246,0.537,58,155,0.374,2.3,3.4,35.9,124.321,2.7,50477,1.39177674,91.0,150.0,41.0,96.0,0.6067,0.4271,12.0,12.0,1.0,94.3004,90.0833,4.65543,237.055,7.62455,3.96288,3.66167,7.93704,34.3235,4.23851,3.69853,0.4706,3.6176,4.0882,3.9706,1.8824,0.5294,16.1765,1.0
256,31,93.5,115.6,36.0,54.7,60.77,4.1,12.6,51.4,22.0,211,259,0.815,194,356,0.545,56,152,0.368,2.2,2.4,51.0,136.933,1.6,50678,1.92941848,160.0,264.0,34.0,92.0,0.6061,0.3696,28.0,31.0,0.9032,97.0275,97.5625,4.14151,228.668,8.98151,6.94206,2.03945,9.95298,36.6061,8.27687,1.67611,1.2121,4.4848,5.697,9.9394,1.7576,0.8182,24.4848,1.0
257,38,80.6,106.9,32.2,50.5,54.17,5.7,17.3,25.9,15.5,147,208,0.707,205,390,0.526,49,161,0.304,2.2,2.7,37.7,129.506,2.4,51280,1.36893562,147.0,221.0,58.0,169.0,0.6652,0.3432,28.0,29.0,0.9655,86.158,81.671,5.34532,265.945,10.3159,5.42224,4.89364,10.5206,32.4474,6.40963,4.11102,1.4211,4.9737,6.3947,3.7105,1.4474,0.5526,18.5263,1.0
258,37,69.0,119.1,20.9,57.7,59.8,11.0,16.6,12.6,16.6,65,90,0.722,113,197,0.574,54,139,0.388,5.5,3.7,26.8,127.534,2.6,51602,1.1231219,93.0,133.0,20.0,64.0,0.6992,0.3125,24.0,26.0,0.9231,95.517,89.9962,3.99589,242.856,12.5748,6.77449,5.80027,10.2388,29.0789,6.70466,3.53418,2.7895,4.0526,6.8421,1.9211,1.8158,1.2105,12.0,1.0
259,36,74.6,128.9,20.7,62.0,64.65,6.5,13.4,13.8,12.8,90,110,0.818,115,208,0.553,96,210,0.457,1.1,2.1,26.3,138.45,2.0,52111,1.59260003,67.0,94.0,48.0,114.0,0.7128,0.4211,9.0,10.0,0.9,97.4104,91.5633,3.92394,224.529,11.3569,8.51838,2.83854,12.0543,29.9444,8.98083,3.07344,1.8333,3.9444,5.7778,2.3889,1.1944,0.2778,16.8889,1.0
260,36,45.3,107.8,24.0,50.5,55.07,9.2,16.9,6.1,16.1,77,100,0.77,117,221,0.529,14,52,0.269,3.3,1.5,36.6,120.333,3.6,65458,0.47918697,86.0,126.0,31.0,95.0,0.6825,0.3263,35.0,38.0,0.9211,96.0253,90.2613,2.46613,144.019,3.87487,1.85473,2.02014,4.14224,18.1944,2.44311,1.69912,1.5833,3.0278,4.6111,0.6389,0.5278,0.5278,9.8056,1.0
261,35,69.2,108.7,26.1,51.6,55.56,1.3,11.4,24.4,19.0,104,130,0.8,106,211,0.502,82,233,0.352,1.3,2.0,29.3,124.886,2.7,65631,1.52127942,66.0,99.0,40.0,112.0,0.6667,0.3571,5.0,6.0,0.8333,98.1201,92.0853,3.69208,202.343,6.65559,4.90054,1.75505,7.04842,28.5714,4.71988,2.32854,0.3429,3.2,3.5429,4.0857,1.0857,0.3143,16.0571,1.0
262,36,70.1,96.4,23.6,45.9,49.88,2.0,10.6,10.7,20.7,88,114,0.772,65,165,0.394,89,267,0.333,1.9,2.9,26.4,107.457,3.2,65846,0.7291409,41.0,80.0,24.0,85.0,0.5125,0.2824,7.0,11.0,0.6364,94.4086,88.501,4.22023,209.227,3.18676,1.24477,1.942,3.03069,29.6944,0.680393,2.3503,0.5556,3.1389,3.6944,1.9444,1.5556,0.5833,13.4722,1.0
263,33,64.9,129.2,28.2,70.8,70.19,12.8,18.0,15.0,15.2,130,203,0.64,272,364,0.747,24,71,0.338,5.8,3.9,46.7,152.849,2.8,65847,0.87180573,247.0,313.0,25.0,51.0,0.7891,0.4902,72.0,79.0,0.9114,86.7976,81.398,4.97916,256.043,16.4625,10.1581,6.30444,18.6726,29.9697,12.8016,5.87104,3.5152,5.3636,8.8788,2.0606,2.1212,1.7879,22.6061,1.0
